auction_date_start,elevation,grade,auction_year,auction_week,month,season,bopf_price_lkr_per_kg,fx_lkr_per_usd_m,bopf_price_usd_per_kg,month_start_x,prod_high_kg_m,prod_low_kg_m,prod_med_kg_m,prod_total_kg_m,month_start_y,exports_qty_kg_m_total,fob_rs_per_kg_wavg_m,month_start,rain_mm_sum_w,gpr_index,gpr_high_risk_flag,kenya_bopf_price_usd_w,india_bopf_price_usd_w
4/6/2020,Low,BOPF,2020,15,4,Inter,726.9006119,198.1490571,3.668453549,4/1/2020,4180.45775,13563.44394,3078.74435,20822.64604,4/1/2020,18157876.76,801.7968498,4/1/2020,165.5750692,69.34,0,3.237110077,2.810083328
4/13/2020,High,BOPF,2020,16,4,Inter,962.2434038,194.5957,4.944833847,4/1/2020,4180.45775,13563.44394,3078.74435,20822.64604,4/1/2020,18157876.76,801.7968498,4/1/2020,165.5750692,69.34,0,3.353971647,2.724616366
4/13/2020,Medium,BOPF,2020,16,4,Inter,795.3581402,194.5957,4.087233891,4/1/2020,4180.45775,13563.44394,3078.74435,20822.64604,4/1/2020,18157876.76,801.7968498,4/1/2020,165.5750692,69.34,0,3.353971647,2.724616366
4/13/2020,Low,BOPF,2020,16,4,Inter,658.1247359,194.5957,3.382010681,4/1/2020,4180.45775,13563.44394,3078.74435,20822.64604,4/1/2020,18157876.76,801.7968498,4/1/2020,165.5750692,69.34,0,3.353971647,2.724616366
4/20/2020,High,BOPF,2020,17,4,Inter,831.8295738,192.5685714,4.319653865,4/1/2020,4180.45775,13563.44394,3078.74435,20822.64604,4/1/2020,18157876.76,801.7968498,4/1/2020,165.5750692,69.34,0,3.290161262,2.739829074
4/20/2020,Medium,BOPF,2020,17,4,Inter,852.1560926,192.5685714,4.42520857,4/1/2020,4180.45775,13563.44394,3078.74435,20822.64604,4/1/2020,18157876.76,801.7968498,4/1/2020,165.5750692,69.34,0,3.290161262,2.739829074
4/20/2020,Low,BOPF,2020,17,4,Inter,836.1417774,192.5685714,4.342046946,4/1/2020,4180.45775,13563.44394,3078.74435,20822.64604,4/1/2020,18157876.76,801.7968498,4/1/2020,165.5750692,69.34,0,3.290161262,2.739829074
4/27/2020,High,BOPF,2020,18,4,Inter,945.8176397,192.6666714,4.909087974,4/1/2020,4180.45775,13563.44394,3078.74435,20822.64604,4/1/2020,18157876.76,801.7968498,4/1/2020,165.5750692,69.34,0,3.381348119,2.824530512
4/27/2020,Medium,BOPF,2020,18,4,Inter,806.769769,192.6666714,4.187386241,4/1/2020,4180.45775,13563.44394,3078.74435,20822.64604,4/1/2020,18157876.76,801.7968498,4/1/2020,165.5750692,69.34,0,3.381348119,2.824530512
4/27/2020,Low,BOPF,2020,18,4,Inter,821.0408488,192.6666714,4.261457587,4/1/2020,4180.45775,13563.44394,3078.74435,20822.64604,4/1/2020,18157876.76,801.7968498,4/1/2020,165.5750692,69.34,0,3.381348119,2.824530512
5/4/2020,High,BOPF,2020,19,5,SW_Monsoon,934.5516016,189.5510429,4.930342706,5/1/2020,6788.53225,15843.19236,5971.32187,28603.04648,5/1/2020,22663256,998.2901841,5/1/2020,261.6700807,68.51,0,3.218275683,2.694374162
5/4/2020,Medium,BOPF,2020,19,5,SW_Monsoon,829.5716993,189.5510429,4.376508231,5/1/2020,6788.53225,15843.19236,5971.32187,28603.04648,5/1/2020,22663256,998.2901841,5/1/2020,261.6700807,68.51,0,3.218275683,2.694374162
5/4/2020,Low,BOPF,2020,19,5,SW_Monsoon,738.8659981,189.5510429,3.897979072,5/1/2020,6788.53225,15843.19236,5971.32187,28603.04648,5/1/2020,22663256,998.2901841,5/1/2020,261.6700807,68.51,0,3.218275683,2.694374162
5/11/2020,High,BOPF,2020,20,5,SW_Monsoon,914.2192541,188.1618286,4.858686063,5/1/2020,6788.53225,15843.19236,5971.32187,28603.04648,5/1/2020,22663256,998.2901841,5/1/2020,261.6700807,68.51,0,3.229993619,2.505887016
5/11/2020,Medium,BOPF,2020,20,5,SW_Monsoon,809.026183,188.1618286,4.299629681,5/1/2020,6788.53225,15843.19236,5971.32187,28603.04648,5/1/2020,22663256,998.2901841,5/1/2020,261.6700807,68.51,0,3.229993619,2.505887016
5/11/2020,Low,BOPF,2020,20,5,SW_Monsoon,662.926644,188.1618286,3.52317284,5/1/2020,6788.53225,15843.19236,5971.32187,28603.04648,5/1/2020,22663256,998.2901841,5/1/2020,261.6700807,68.51,0,3.229993619,2.505887016
5/18/2020,High,BOPF,2020,21,5,SW_Monsoon,949.0893268,187.3135857,5.066847251,5/1/2020,6788.53225,15843.19236,5971.32187,28603.04648,5/1/2020,22663256,998.2901841,5/1/2020,261.6700807,68.51,0,3.259920494,2.618131562
5/18/2020,Medium,BOPF,2020,21,5,SW_Monsoon,819.7612275,187.3135857,4.376410949,5/1/2020,6788.53225,15843.19236,5971.32187,28603.04648,5/1/2020,22663256,998.2901841,5/1/2020,261.6700807,68.51,0,3.259920494,2.618131562
5/18/2020,Low,BOPF,2020,21,5,SW_Monsoon,781.1888665,187.3135857,4.170486959,5/1/2020,6788.53225,15843.19236,5971.32187,28603.04648,5/1/2020,22663256,998.2901841,5/1/2020,261.6700807,68.51,0,3.259920494,2.618131562
5/25/2020,High,BOPF,2020,22,5,SW_Monsoon,901.2149842,186.2367714,4.83908187,5/1/2020,6788.53225,15843.19236,5971.32187,28603.04648,5/1/2020,22663256,998.2901841,5/1/2020,261.6700807,68.51,0,3.063491325,2.686457542
5/25/2020,Medium,BOPF,2020,22,5,SW_Monsoon,729.1815061,186.2367714,3.91534658,5/1/2020,6788.53225,15843.19236,5971.32187,28603.04648,5/1/2020,22663256,998.2901841,5/1/2020,261.6700807,68.51,0,3.063491325,2.686457542
5/25/2020,Low,BOPF,2020,22,5,SW_Monsoon,723.0175216,186.2367714,3.88224901,5/1/2020,6788.53225,15843.19236,5971.32187,28603.04648,5/1/2020,22663256,998.2901841,5/1/2020,261.6700807,68.51,0,3.063491325,2.686457542
6/1/2020,High,BOPF,2020,23,6,SW_Monsoon,1033.974551,185.8996571,5.562003541,6/1/2020,7358.26075,15512.28832,4486.52108,27357.07015,6/1/2020,23686356.84,1222.058672,6/1/2020,137.4512064,71.23,0,3.255188142,2.562968254
6/1/2020,Medium,BOPF,2020,23,6,SW_Monsoon,822.3288439,185.8996571,4.423509201,6/1/2020,7358.26075,15512.28832,4486.52108,27357.07015,6/1/2020,23686356.84,1222.058672,6/1/2020,137.4512064,71.23,0,3.255188142,2.562968254
6/1/2020,Low,BOPF,2020,23,6,SW_Monsoon,702.4564413,185.8996571,3.778686051,6/1/2020,7358.26075,15512.28832,4486.52108,27357.07015,6/1/2020,23686356.84,1222.058672,6/1/2020,137.4512064,71.23,0,3.255188142,2.562968254
6/8/2020,High,BOPF,2020,24,6,SW_Monsoon,874.8524443,185.1788,4.724366095,6/1/2020,7358.26075,15512.28832,4486.52108,27357.07015,6/1/2020,23686356.84,1222.058672,6/1/2020,137.4512064,71.23,0,3.282080711,2.547253945
6/8/2020,Medium,BOPF,2020,24,6,SW_Monsoon,788.9991594,185.1788,4.260742371,6/1/2020,7358.26075,15512.28832,4486.52108,27357.07015,6/1/2020,23686356.84,1222.058672,6/1/2020,137.4512064,71.23,0,3.282080711,2.547253945
6/8/2020,Low,BOPF,2020,24,6,SW_Monsoon,728.9912818,185.1788,3.936688659,6/1/2020,7358.26075,15512.28832,4486.52108,27357.07015,6/1/2020,23686356.84,1222.058672,6/1/2020,137.4512064,71.23,0,3.282080711,2.547253945
6/15/2020,High,BOPF,2020,25,6,SW_Monsoon,875.6009849,186.1549,4.703615026,6/1/2020,7358.26075,15512.28832,4486.52108,27357.07015,6/1/2020,23686356.84,1222.058672,6/1/2020,137.4512064,71.23,0,3.227949206,2.496679212
6/15/2020,Medium,BOPF,2020,25,6,SW_Monsoon,916.3819558,186.1549,4.922685118,6/1/2020,7358.26075,15512.28832,4486.52108,27357.07015,6/1/2020,23686356.84,1222.058672,6/1/2020,137.4512064,71.23,0,3.227949206,2.496679212
6/15/2020,Low,BOPF,2020,25,6,SW_Monsoon,729.7814144,186.1549,3.92029119,6/1/2020,7358.26075,15512.28832,4486.52108,27357.07015,6/1/2020,23686356.84,1222.058672,6/1/2020,137.4512064,71.23,0,3.227949206,2.496679212
6/22/2020,High,BOPF,2020,26,6,SW_Monsoon,946.4756604,186.5405286,5.073833915,6/1/2020,7358.26075,15512.28832,4486.52108,27357.07015,6/1/2020,23686356.84,1222.058672,6/1/2020,137.4512064,71.23,0,3.175070138,2.634778406
6/22/2020,Medium,BOPF,2020,26,6,SW_Monsoon,913.411976,186.5405286,4.896587262,6/1/2020,7358.26075,15512.28832,4486.52108,27357.07015,6/1/2020,23686356.84,1222.058672,6/1/2020,137.4512064,71.23,0,3.175070138,2.634778406
6/22/2020,Low,BOPF,2020,26,6,SW_Monsoon,810.1493334,186.5405286,4.343020467,6/1/2020,7358.26075,15512.28832,4486.52108,27357.07015,6/1/2020,23686356.84,1222.058672,6/1/2020,137.4512064,71.23,0,3.175070138,2.634778406
6/29/2020,High,BOPF,2020,27,6,SW_Monsoon,928.7996868,186.1537857,4.989421425,6/1/2020,7358.26075,15512.28832,4486.52108,27357.07015,6/1/2020,23686356.84,1222.058672,6/1/2020,137.4512064,71.23,0,3.083744069,2.588980988
6/29/2020,Medium,BOPF,2020,27,6,SW_Monsoon,858.0987108,186.1537857,4.60962267,6/1/2020,7358.26075,15512.28832,4486.52108,27357.07015,6/1/2020,23686356.84,1222.058672,6/1/2020,137.4512064,71.23,0,3.083744069,2.588980988
6/29/2020,Low,BOPF,2020,27,6,SW_Monsoon,775.5761963,186.1537857,4.166319763,6/1/2020,7358.26075,15512.28832,4486.52108,27357.07015,6/1/2020,23686356.84,1222.058672,6/1/2020,137.4512064,71.23,0,3.083744069,2.588980988
7/6/2020,High,BOPF,2020,28,7,SW_Monsoon,948.8929497,185.8077857,5.106852471,7/1/2020,5869.9085,16333.72022,4276.07418,26479.7029,7/1/2020,28044778.82,963.7825286,7/1/2020,156.3416894,66.47,0,3.154307484,2.316930906
7/6/2020,Medium,BOPF,2020,28,7,SW_Monsoon,769.5993574,185.8077857,4.141911247,7/1/2020,5869.9085,16333.72022,4276.07418,26479.7029,7/1/2020,28044778.82,963.7825286,7/1/2020,156.3416894,66.47,0,3.154307484,2.316930906
7/6/2020,Low,BOPF,2020,28,7,SW_Monsoon,786.9617567,185.8077857,4.235354044,7/1/2020,5869.9085,16333.72022,4276.07418,26479.7029,7/1/2020,28044778.82,963.7825286,7/1/2020,156.3416894,66.47,0,3.154307484,2.316930906
7/13/2020,High,BOPF,2020,29,7,SW_Monsoon,1008.689377,185.8338571,5.427909598,7/1/2020,5869.9085,16333.72022,4276.07418,26479.7029,7/1/2020,28044778.82,963.7825286,7/1/2020,156.3416894,66.47,0,3.109590241,2.586692457
7/13/2020,Medium,BOPF,2020,29,7,SW_Monsoon,879.2751307,185.8338571,4.73151203,7/1/2020,5869.9085,16333.72022,4276.07418,26479.7029,7/1/2020,28044778.82,963.7825286,7/1/2020,156.3416894,66.47,0,3.109590241,2.586692457
7/13/2020,Low,BOPF,2020,29,7,SW_Monsoon,715.9404904,185.8338571,3.852583708,7/1/2020,5869.9085,16333.72022,4276.07418,26479.7029,7/1/2020,28044778.82,963.7825286,7/1/2020,156.3416894,66.47,0,3.109590241,2.586692457
7/20/2020,High,BOPF,2020,30,7,SW_Monsoon,948.7184978,185.7631857,5.10713947,7/1/2020,5869.9085,16333.72022,4276.07418,26479.7029,7/1/2020,28044778.82,963.7825286,7/1/2020,156.3416894,66.47,0,3.031293235,2.345893858
7/20/2020,Medium,BOPF,2020,30,7,SW_Monsoon,828.9615091,185.7631857,4.462463894,7/1/2020,5869.9085,16333.72022,4276.07418,26479.7029,7/1/2020,28044778.82,963.7825286,7/1/2020,156.3416894,66.47,0,3.031293235,2.345893858
7/20/2020,Low,BOPF,2020,30,7,SW_Monsoon,744.0129943,185.7631857,4.005169224,7/1/2020,5869.9085,16333.72022,4276.07418,26479.7029,7/1/2020,28044778.82,963.7825286,7/1/2020,156.3416894,66.47,0,3.031293235,2.345893858
7/27/2020,High,BOPF,2020,31,7,SW_Monsoon,1030.828686,185.7185143,5.550489619,7/1/2020,5869.9085,16333.72022,4276.07418,26479.7029,7/1/2020,28044778.82,963.7825286,7/1/2020,156.3416894,66.47,0,2.973488666,2.544727549
7/27/2020,Medium,BOPF,2020,31,7,SW_Monsoon,934.9789817,185.7185143,5.03438758,7/1/2020,5869.9085,16333.72022,4276.07418,26479.7029,7/1/2020,28044778.82,963.7825286,7/1/2020,156.3416894,66.47,0,2.973488666,2.544727549
7/27/2020,Low,BOPF,2020,31,7,SW_Monsoon,787.6238187,185.7185143,4.240954768,7/1/2020,5869.9085,16333.72022,4276.07418,26479.7029,7/1/2020,28044778.82,963.7825286,7/1/2020,156.3416894,66.47,0,2.973488666,2.544727549
8/3/2020,High,BOPF,2020,32,8,SW_Monsoon,999.1809816,185.5252571,5.385687086,8/1/2020,4138.3761,14901.63691,3416.12329,22456.1363,8/1/2020,22011081.61,1075.624852,8/1/2020,117.2317548,65.47,0,2.917399496,2.253693293
8/3/2020,Medium,BOPF,2020,32,8,SW_Monsoon,900.8314495,185.5252571,4.855573108,8/1/2020,4138.3761,14901.63691,3416.12329,22456.1363,8/1/2020,22011081.61,1075.624852,8/1/2020,117.2317548,65.47,0,2.917399496,2.253693293
8/3/2020,Low,BOPF,2020,32,8,SW_Monsoon,764.4491016,185.5252571,4.120458386,8/1/2020,4138.3761,14901.63691,3416.12329,22456.1363,8/1/2020,22011081.61,1075.624852,8/1/2020,117.2317548,65.47,0,2.917399496,2.253693293
8/10/2020,High,BOPF,2020,33,8,SW_Monsoon,964.8385096,183.6879571,5.25259535,8/1/2020,4138.3761,14901.63691,3416.12329,22456.1363,8/1/2020,22011081.61,1075.624852,8/1/2020,117.2317548,65.47,0,2.826820333,2.425171773
8/10/2020,Medium,BOPF,2020,33,8,SW_Monsoon,833.3177406,183.6879571,4.536594307,8/1/2020,4138.3761,14901.63691,3416.12329,22456.1363,8/1/2020,22011081.61,1075.624852,8/1/2020,117.2317548,65.47,0,2.826820333,2.425171773
8/10/2020,Low,BOPF,2020,33,8,SW_Monsoon,762.4859647,183.6879571,4.150985054,8/1/2020,4138.3761,14901.63691,3416.12329,22456.1363,8/1/2020,22011081.61,1075.624852,8/1/2020,117.2317548,65.47,0,2.826820333,2.425171773
8/17/2020,High,BOPF,2020,34,8,SW_Monsoon,1093.297084,184.8092571,5.915813424,8/1/2020,4138.3761,14901.63691,3416.12329,22456.1363,8/1/2020,22011081.61,1075.624852,8/1/2020,117.2317548,65.47,0,2.969948854,2.272223557
8/17/2020,Medium,BOPF,2020,34,8,SW_Monsoon,910.4519665,184.8092571,4.926441351,8/1/2020,4138.3761,14901.63691,3416.12329,22456.1363,8/1/2020,22011081.61,1075.624852,8/1/2020,117.2317548,65.47,0,2.969948854,2.272223557
8/17/2020,Low,BOPF,2020,34,8,SW_Monsoon,749.6047339,184.8092571,4.056099492,8/1/2020,4138.3761,14901.63691,3416.12329,22456.1363,8/1/2020,22011081.61,1075.624852,8/1/2020,117.2317548,65.47,0,2.969948854,2.272223557
8/24/2020,High,BOPF,2020,35,8,SW_Monsoon,943.0440341,185.7207286,5.077753256,8/1/2020,4138.3761,14901.63691,3416.12329,22456.1363,8/1/2020,22011081.61,1075.624852,8/1/2020,117.2317548,65.47,0,2.704539175,2.288121672
8/24/2020,Medium,BOPF,2020,35,8,SW_Monsoon,823.7755004,185.7207286,4.435560353,8/1/2020,4138.3761,14901.63691,3416.12329,22456.1363,8/1/2020,22011081.61,1075.624852,8/1/2020,117.2317548,65.47,0,2.704539175,2.288121672
8/24/2020,Low,BOPF,2020,35,8,SW_Monsoon,781.8466657,185.7207286,4.209797537,8/1/2020,4138.3761,14901.63691,3416.12329,22456.1363,8/1/2020,22011081.61,1075.624852,8/1/2020,117.2317548,65.47,0,2.704539175,2.288121672
8/31/2020,High,BOPF,2020,36,8,SW_Monsoon,990.5350131,185.6471429,5.335579088,8/1/2020,4138.3761,14901.63691,3416.12329,22456.1363,8/1/2020,22011081.61,1075.624852,8/1/2020,117.2317548,65.47,0,2.804749542,2.357083344
8/31/2020,Medium,BOPF,2020,36,8,SW_Monsoon,794.8439171,185.6471429,4.281476703,8/1/2020,4138.3761,14901.63691,3416.12329,22456.1363,8/1/2020,22011081.61,1075.624852,8/1/2020,117.2317548,65.47,0,2.804749542,2.357083344
8/31/2020,Low,BOPF,2020,36,8,SW_Monsoon,786.8850839,185.6471429,4.238605948,8/1/2020,4138.3761,14901.63691,3416.12329,22456.1363,8/1/2020,22011081.61,1075.624852,8/1/2020,117.2317548,65.47,0,2.804749542,2.357083344
9/7/2020,High,BOPF,2020,37,9,SW_Monsoon,918.6790251,184.7072714,4.97370254,9/1/2020,4219.5654,14345.8205,3471.7415,22037.1274,9/1/2020,24153136.68,1178.246923,9/1/2020,296.0361825,80.38,0,2.8181479,2.216072738
